Size = 0, freq = 0, total vertices = 0
Size = 2709, freq = 0, total vertices = 0
Size = 2710, freq = 0, total vertices = 0
Size = 2711, freq = 0, total vertices = 0
Size = 2712, freq = 0, total vertices = 0
Size = 2713, freq = 0, total vertices = 0
Size = 2714, freq = 0, total vertices = 0
Size = 2715, freq = 0, total vertices = 0
Size = 2716, freq = 0, total vertices = 0
Size = 2717, freq = 0, total vertices = 0
Size = 2718, freq = 0, total vertices = 0
Size = 2719, freq = 0, total vertices = 0
Size = 2720, freq = 0, total vertices = 0
Size = 2721, freq = 0, total vertices = 0
Size = 2722, freq = 0, total vertices = 0
Size = 2723, freq = 0, total vertices = 0
Size = 2724, freq = 0, total vertices = 0
Size = 2725, freq = 0, total vertices = 0
Size = 2726, freq = 0, total vertices = 0
Size = 2727, freq = 0, total vertices = 0
Size = 2728, freq = 0, total vertices = 0
Size = 2729, freq = 0, total vertices = 0
Size = 2730, freq = 0, total vertices = 0
Size = 2731, freq = 0, total vertices = 0
Size = 2732, freq = 0, total vertices = 0
Size = 2733, freq = 0, total vertices = 0
Size = 2734, freq = 0, total vertices = 0
Size = 2735, freq = 0, total vertices = 0
Size = 2736, freq = 0, total vertices = 0
Size = 2737, freq = 0, total vertices = 0
Size = 2738, freq = 0, total vertices = 0
Size = 2739, freq = 0, total vertices = 0
Size = 2740, freq = 0, total vertices = 0
Size = 2741, freq = 0, total vertices = 0
Size = 2742, freq = 0, total vertices = 0
Size = 2743, freq = 0, total vertices = 0
Size = 2744, freq = 0, total vertices = 0
Size = 2745, freq = 0, total vertices = 0
Size = 2746, freq = 0, total vertices = 0
Size = 2747, freq = 0, total vertices = 0
Size = 2748, freq = 0, total vertices = 0
Size = 2749, freq = 0, total vertices = 0
Size = 2750, freq = 0, total vertices = 0
Size = 2751, freq = 0, total vertices = 0
Size = 2752, freq = 0, total vertices = 0
Size = 2753, freq = 0, total vertices = 0
Size = 2754, freq = 0, total vertices = 0
Size = 2755, freq = 0, total vertices = 0
Size = 2756, freq = 0, total vertices = 0
Size = 2757, freq = 0, total vertices = 0
Size = 2758, freq = 0, total vertices = 0
Size = 2759, freq = 0, total vertices = 0
Size = 2760, freq = 0, total vertices = 0
Size = 2761, freq = 0, total vertices = 0
Size = 2762, freq = 0, total vertices = 0
Size = 2763, freq = 0, total vertices = 0
Size = 2764, freq = 0, total vertices = 0
Size = 2765, freq = 0, total vertices = 0
Size = 2766, freq = 0, total vertices = 0
Size = 2767, freq = 0, total vertices = 0
Size = 2768, freq = 0, total vertices = 0
Size = 2769, freq = 0, total vertices = 0
Size = 2770, freq = 0, total vertices = 0
Size = 2771, freq = 0, total vertices = 0
Size = 2772, freq = 0, total vertices = 0
Size = 2773, freq = 0, total vertices = 0
Size = 2774, freq = 0, total vertices = 0
Size = 2775, freq = 0, total vertices = 0
Size = 2776, freq = 0, total vertices = 0
Size = 2777, freq = 0, total vertices = 0
Size = 2778, freq = 0, total vertices = 0
Size = 2779, freq = 0, total vertices = 0
Size = 2780, freq = 0, total vertices = 0
Size = 2781, freq = 0, total vertices = 0
Size = 2782, freq = 0, total vertices = 0
Size = 2783, freq = 0, total vertices = 0
Size = 2784, freq = 0, total vertices = 0
Size = 2785, freq = 0, total vertices = 0
Size = 2786, freq = 0, total vertices = 0
Size = 2787, freq = 0, total vertices = 0
Size = 2788, freq = 0, total vertices = 0
Size = 2789, freq = 0, total vertices = 0
Size = 2790, freq = 0, total vertices = 0
Size = 2791, freq = 0, total vertices = 0
Size = 2792, freq = 0, total vertices = 0
Size = 2793, freq = 0, total vertices = 0
Size = 2794, freq = 0, total vertices = 0
Size = 2795, freq = 0, total vertices = 0
Size = 2796, freq = 0, total vertices = 0
Size = 2797, freq = 0, total vertices = 0
Size = 2798, freq = 0, total vertices = 0
Size = 2799, freq = 0, total vertices = 0
Size = 2800, freq = 0, total vertices = 0
Size = 2801, freq = 0, total vertices = 0
Size = 2802, freq = 0, total vertices = 0
Size = 2803, freq = 0, total vertices = 0
Size = 2804, freq = 0, total vertices = 0
Size = 2805, freq = 0, total vertices = 0
Size = 2806, freq = 0, total vertices = 0
Size = 2807, freq = 0, total vertices = 0
Size = 2808, freq = 0, total vertices = 0
Size = 2809, freq = 0, total vertices = 0
Size = 2810, freq = 0, total vertices = 0
Size = 2811, freq = 0, total vertices = 0
Size = 2812, freq = 0, total vertices = 0
Size = 2813, freq = 0, total vertices = 0
Size = 2814, freq = 0, total vertices = 0
Size = 2815, freq = 0, total vertices = 0
Size = 2816, freq = 0, total vertices = 0
Size = 2817, freq = 0, total vertices = 0
Size = 2818, freq = 0, total vertices = 0
Size = 2819, freq = 0, total vertices = 0
Size = 2820, freq = 0, total vertices = 0
Size = 2821, freq = 0, total vertices = 0
Size = 2822, freq = 0, total vertices = 0
Size = 2823, freq = 0, total vertices = 0
Size = 2824, freq = 0, total vertices = 0
Size = 2825, freq = 0, total vertices = 0
Size = 2826, freq = 0, total vertices = 0
Size = 2827, freq = 0, total vertices = 0
Size = 2828, freq = 0, total vertices = 0
Size = 2829, freq = 0, total vertices = 0
Size = 2830, freq = 0, total vertices = 0
Size = 2831, freq = 0, total vertices = 0
Size = 2832, freq = 0, total vertices = 0
Size = 2833, freq = 0, total vertices = 0
Size = 2834, freq = 0, total vertices = 0
Size = 2835, freq = 0, total vertices = 0
Size = 2836, freq = 0, total vertices = 0
Size = 2837, freq = 0, total vertices = 0
Size = 2838, freq = 0, total vertices = 0
Size = 2839, freq = 0, total vertices = 0
Size = 2840, freq = 0, total vertices = 0
Size = 2841, freq = 0, total vertices = 0
Size = 2842, freq = 0, total vertices = 0
Size = 2843, freq = 0, total vertices = 0
Size = 2844, freq = 0, total vertices = 0
Size = 2845, freq = 0, total vertices = 0
Size = 2846, freq = 0, total vertices = 0
Size = 2847, freq = 0, total vertices = 0
Size = 2848, freq = 0, total vertices = 0
Size = 2849, freq = 0, total vertices = 0
Size = 2850, freq = 0, total vertices = 0
Size = 2851, freq = 0, total vertices = 0
Size = 2852, freq = 0, total vertices = 0
Size = 2853, freq = 0, total vertices = 0
Size = 2854, freq = 0, total vertices = 0
Size = 2855, freq = 0, total vertices = 0
Size = 2856, freq = 0, total vertices = 0
Size = 2857, freq = 0, total vertices = 0
Size = 2858, freq = 0, total vertices = 0
Size = 2859, freq = 0, total vertices = 0
Size = 2860, freq = 0, total vertices = 0
Size = 2861, freq = 0, total vertices = 0
Size = 2862, freq = 0, total vertices = 0
Size = 2863, freq = 0, total vertices = 0
Size = 2864, freq = 0, total vertices = 0
Size = 2865, freq = 0, total vertices = 0
Size = 2866, freq = 0, total vertices = 0
Size = 2867, freq = 0, total vertices = 0
Size = 2868, freq = 0, total vertices = 0
Size = 2869, freq = 0, total vertices = 0
Size = 2870, freq = 0, total vertices = 0
Size = 2871, freq = 0, total vertices = 0
Size = 2872, freq = 0, total vertices = 0
Size = 2873, freq = 0, total vertices = 0
Size = 2874, freq = 0, total vertices = 0
Size = 2875, freq = 0, total vertices = 0
Size = 2876, freq = 0, total vertices = 0
Size = 2877, freq = 0, total vertices = 0
Size = 2878, freq = 0, total vertices = 0
Size = 2879, freq = 0, total vertices = 0
Size = 2880, freq = 0, total vertices = 0
Size = 2881, freq = 0, total vertices = 0
Size = 2882, freq = 0, total vertices = 0
Size = 2883, freq = 0, total vertices = 0
Size = 2884, freq = 0, total vertices = 0
Size = 2885, freq = 0, total vertices = 0
Size = 2886, freq = 0, total vertices = 0
Size = 2887, freq = 0, total vertices = 0
Size = 2888, freq = 0, total vertices = 0
Size = 2889, freq = 0, total vertices = 0
Size = 2890, freq = 0, total vertices = 0
Size = 2891, freq = 0, total vertices = 0
Size = 2892, freq = 0, total vertices = 0
Size = 2893, freq = 0, total vertices = 0
Size = 2894, freq = 0, total vertices = 0
Size = 2895, freq = 0, total vertices = 0
Size = 2896, freq = 0, total vertices = 0
Size = 2897, freq = 0, total vertices = 0
Size = 2898, freq = 0, total vertices = 0
Size = 2899, freq = 0, total vertices = 0
Size = 2900, freq = 0, total vertices = 0
Size = 2901, freq = 0, total vertices = 0
Size = 2902, freq = 0, total vertices = 0
Size = 2903, freq = 0, total vertices = 0
Size = 2904, freq = 0, total vertices = 0
Size = 2905, freq = 0, total vertices = 0
Size = 2906, freq = 0, total vertices = 0
Size = 2907, freq = 0, total vertices = 0
Size = 2908, freq = 0, total vertices = 0
Size = 2909, freq = 0, total vertices = 0
Size = 2910, freq = 0, total vertices = 0
Size = 2911, freq = 0, total vertices = 0
Size = 2912, freq = 0, total vertices = 0
Size = 2913, freq = 0, total vertices = 0
Size = 2914, freq = 0, total vertices = 0
Size = 2915, freq = 0, total vertices = 0
Size = 2916, freq = 0, total vertices = 0
Size = 2917, freq = 0, total vertices = 0
Size = 2918, freq = 0, total vertices = 0
Size = 2919, freq = 0, total vertices = 0
Size = 2920, freq = 0, total vertices = 0
Size = 2921, freq = 0, total vertices = 0
Size = 2922, freq = 0, total vertices = 0
Size = 2923, freq = 0, total vertices = 0
Size = 2924, freq = 0, total vertices = 0
Size = 2925, freq = 0, total vertices = 0
Size = 2926, freq = 0, total vertices = 0
Size = 2927, freq = 0, total vertices = 0
Size = 2928, freq = 0, total vertices = 0
Size = 2929, freq = 0, total vertices = 0
Size = 2930, freq = 0, total vertices = 0
Size = 2931, freq = 0, total vertices = 0
Size = 2932, freq = 0, total vertices = 0
Size = 2933, freq = 0, total vertices = 0
Size = 2934, freq = 0, total vertices = 0
Size = 2935, freq = 0, total vertices = 0
Size = 2936, freq = 0, total vertices = 0
Size = 2937, freq = 0, total vertices = 0
Size = 2938, freq = 0, total vertices = 0
Size = 2939, freq = 0, total vertices = 0
Size = 2940, freq = 0, total vertices = 0
Size = 2941, freq = 0, total vertices = 0
Size = 2942, freq = 0, total vertices = 0
Size = 2943, freq = 0, total vertices = 0
Size = 2944, freq = 0, total vertices = 0
Size = 2945, freq = 0, total vertices = 0
Size = 2946, freq = 0, total vertices = 0
Size = 2947, freq = 0, total vertices = 0
Size = 2948, freq = 0, total vertices = 0
Size = 2949, freq = 0, total vertices = 0
Size = 2950, freq = 0, total vertices = 0
Size = 2951, freq = 0, total vertices = 0
Size = 2952, freq = 0, total vertices = 0
Size = 2953, freq = 0, total vertices = 0
Size = 2954, freq = 0, total vertices = 0
Size = 2955, freq = 0, total vertices = 0
Size = 2956, freq = 0, total vertices = 0
Size = 2957, freq = 0, total vertices = 0
Size = 2958, freq = 0, total vertices = 0
Size = 2959, freq = 0, total vertices = 0
Size = 2960, freq = 0, total vertices = 0
Size = 2961, freq = 0, total vertices = 0
Size = 2962, freq = 0, total vertices = 0
Size = 2963, freq = 0, total vertices = 0
Size = 2964, freq = 0, total vertices = 0
Size = 2965, freq = 0, total vertices = 0
Size = 2966, freq = 0, total vertices = 0
Size = 2967, freq = 0, total vertices = 0
Size = 2968, freq = 0, total vertices = 0
Size = 2969, freq = 0, total vertices = 0
Size = 2970, freq = 0, total vertices = 0
Size = 2971, freq = 0, total vertices = 0
Size = 2972, freq = 0, total vertices = 0
Size = 2973, freq = 0, total vertices = 0
Size = 2974, freq = 0, total vertices = 0
Size = 2975, freq = 0, total vertices = 0
Size = 2976, freq = 0, total vertices = 0
Size = 2977, freq = 0, total vertices = 0
Size = 2978, freq = 0, total vertices = 0
Size = 2979, freq = 0, total vertices = 0
Size = 2980, freq = 0, total vertices = 0
Size = 2981, freq = 0, total vertices = 0
Size = 2982, freq = 0, total vertices = 0
Size = 2983, freq = 0, total vertices = 0
Size = 2984, freq = 0, total vertices = 0
Size = 2985, freq = 0, total vertices = 0
Size = 2986, freq = 0, total vertices = 0
Size = 2987, freq = 0, total vertices = 0
Size = 2988, freq = 0, total vertices = 0
Size = 2989, freq = 0, total vertices = 0
Size = 2990, freq = 0, total vertices = 0
Size = 2991, freq = 0, total vertices = 0
Size = 2992, freq = 0, total vertices = 0
Size = 2993, freq = 0, total vertices = 0
Size = 2994, freq = 0, total vertices = 0
Size = 2995, freq = 0, total vertices = 0
Size = 2996, freq = 0, total vertices = 0
Size = 2997, freq = 0, total vertices = 0
Size = 2998, freq = 0, total vertices = 0
Size = 2999, freq = 0, total vertices = 0
Size = 3000, freq = 0, total vertices = 0
Size = 3001, freq = 0, total vertices = 0
Size = 3002, freq = 0, total vertices = 0
Size = 3003, freq = 0, total vertices = 0
Size = 3004, freq = 0, total vertices = 0
Size = 3005, freq = 0, total vertices = 0
Size = 3006, freq = 0, total vertices = 0
Size = 3007, freq = 0, total vertices = 0
Size = 3008, freq = 0, total vertices = 0
Size = 3009, freq = 0, total vertices = 0
Size = 3010, freq = 0, total vertices = 0
Size = 3011, freq = 0, total vertices = 0
Size = 3012, freq = 0, total vertices = 0
Size = 3013, freq = 0, total vertices = 0
Size = 3014, freq = 0, total vertices = 0
Size = 3015, freq = 0, total vertices = 0
Size = 3016, freq = 0, total vertices = 0
Size = 3017, freq = 0, total vertices = 0
Size = 3018, freq = 0, total vertices = 0
Size = 3019, freq = 0, total vertices = 0
Size = 3020, freq = 0, total vertices = 0
Size = 3021, freq = 0, total vertices = 0
Size = 3022, freq = 0, total vertices = 0
Size = 3023, freq = 0, total vertices = 0
Size = 3024, freq = 0, total vertices = 0
Size = 3025, freq = 0, total vertices = 0
Size = 3026, freq = 0, total vertices = 0
Size = 3027, freq = 0, total vertices = 0
Size = 3028, freq = 0, total vertices = 0
Size = 3029, freq = 0, total vertices = 0
Size = 3030, freq = 0, total vertices = 0
Size = 3031, freq = 0, total vertices = 0
Size = 3032, freq = 0, total vertices = 0
Size = 3033, freq = 0, total vertices = 0
Size = 3034, freq = 0, total vertices = 0
Size = 3035, freq = 0, total vertices = 0
Size = 3036, freq = 0, total vertices = 0
Size = 3037, freq = 0, total vertices = 0
Size = 3038, freq = 0, total vertices = 0
Size = 3039, freq = 0, total vertices = 0
Size = 3040, freq = 0, total vertices = 0
Size = 3041, freq = 0, total vertices = 0
Size = 3042, freq = 0, total vertices = 0
Size = 3043, freq = 0, total vertices = 0
Size = 3044, freq = 0, total vertices = 0
Size = 3045, freq = 0, total vertices = 0
Size = 3046, freq = 0, total vertices = 0
Size = 3047, freq = 0, total vertices = 0
Size = 3048, freq = 0, total vertices = 0
Size = 3049, freq = 0, total vertices = 0
Size = 3050, freq = 0, total vertices = 0
Size = 3051, freq = 0, total vertices = 0
Size = 3052, freq = 0, total vertices = 0
Size = 3053, freq = 0, total vertices = 0
Size = 3054, freq = 0, total vertices = 0
Size = 3055, freq = 0, total vertices = 0
Size = 3056, freq = 0, total vertices = 0
Size = 3057, freq = 0, total vertices = 0
Size = 3058, freq = 0, total vertices = 0
Size = 3059, freq = 0, total vertices = 0
Size = 3060, freq = 0, total vertices = 0
Size = 3061, freq = 0, total vertices = 0
Size = 3062, freq = 0, total vertices = 0
Size = 3063, freq = 0, total vertices = 0
Size = 3064, freq = 0, total vertices = 0
Size = 3065, freq = 0, total vertices = 0
Size = 3066, freq = 0, total vertices = 0
Size = 3067, freq = 0, total vertices = 0
Size = 3068, freq = 0, total vertices = 0
Size = 3069, freq = 0, total vertices = 0
Size = 3070, freq = 0, total vertices = 0
Size = 3071, freq = 0, total vertices = 0
Size = 3072, freq = 0, total vertices = 0
Size = 3073, freq = 0, total vertices = 0
Size = 3074, freq = 0, total vertices = 0
Size = 3075, freq = 0, total vertices = 0
Size = 3076, freq = 0, total vertices = 0
Size = 3077, freq = 0, total vertices = 0
Size = 3078, freq = 0, total vertices = 0
Size = 3079, freq = 0, total vertices = 0
Size = 3080, freq = 0, total vertices = 0
Size = 3081, freq = 0, total vertices = 0
Size = 3082, freq = 0, total vertices = 0
Size = 3083, freq = 0, total vertices = 0
Size = 3084, freq = 0, total vertices = 0
Size = 3085, freq = 0, total vertices = 0
Size = 3086, freq = 0, total vertices = 0
Size = 3087, freq = 0, total vertices = 0
Size = 3088, freq = 0, total vertices = 0
Size = 3089, freq = 0, total vertices = 0
Size = 3090, freq = 0, total vertices = 0
Size = 3091, freq = 0, total vertices = 0
Size = 3092, freq = 0, total vertices = 0
Size = 3093, freq = 0, total vertices = 0
Size = 3094, freq = 0, total vertices = 0
Size = 3095, freq = 0, total vertices = 0
Size = 3096, freq = 0, total vertices = 0
Size = 3097, freq = 0, total vertices = 0
Size = 3098, freq = 0, total vertices = 0
Size = 3099, freq = 0, total vertices = 0
Size = 3100, freq = 0, total vertices = 0
Size = 3101, freq = 0, total vertices = 0
Size = 3102, freq = 0, total vertices = 0
Size = 3103, freq = 0, total vertices = 0
Size = 3104, freq = 0, total vertices = 0
Size = 3105, freq = 0, total vertices = 0
Size = 3106, freq = 0, total vertices = 0
Size = 3107, freq = 0, total vertices = 0
Size = 3108, freq = 0, total vertices = 0
Size = 3109, freq = 0, total vertices = 0
Size = 3110, freq = 0, total vertices = 0
Size = 3111, freq = 0, total vertices = 0
Size = 3112, freq = 0, total vertices = 0
Size = 3113, freq = 0, total vertices = 0
Size = 3114, freq = 0, total vertices = 0
Size = 3115, freq = 0, total vertices = 0
Size = 3116, freq = 0, total vertices = 0
Size = 3117, freq = 0, total vertices = 0
Size = 3118, freq = 0, total vertices = 0
Size = 3119, freq = 0, total vertices = 0
Size = 3120, freq = 0, total vertices = 0
Size = 3121, freq = 0, total vertices = 0
Size = 3122, freq = 0, total vertices = 0
Size = 3123, freq = 0, total vertices = 0
Size = 3124, freq = 0, total vertices = 0
Size = 3125, freq = 0, total vertices = 0
Size = 3126, freq = 0, total vertices = 0
Size = 3127, freq = 0, total vertices = 0
Size = 3128, freq = 0, total vertices = 0
Size = 3129, freq = 0, total vertices = 0
Size = 3130, freq = 0, total vertices = 0
Size = 3131, freq = 0, total vertices = 0
Size = 3132, freq = 0, total vertices = 0
Size = 3133, freq = 0, total vertices = 0
Size = 3134, freq = 0, total vertices = 0
Size = 3135, freq = 0, total vertices = 0
Size = 3136, freq = 0, total vertices = 0
Size = 3137, freq = 0, total vertices = 0
Size = 3138, freq = 0, total vertices = 0
Size = 3139, freq = 0, total vertices = 0
Size = 3140, freq = 0, total vertices = 0
Size = 3141, freq = 0, total vertices = 0
Size = 3142, freq = 0, total vertices = 0
Size = 3143, freq = 0, total vertices = 0
Size = 3144, freq = 0, total vertices = 0
Size = 3145, freq = 0, total vertices = 0
Size = 3146, freq = 0, total vertices = 0
Size = 3147, freq = 0, total vertices = 0
Size = 3148, freq = 0, total vertices = 0
Size = 3149, freq = 0, total vertices = 0
Size = 3150, freq = 0, total vertices = 0
Size = 3151, freq = 0, total vertices = 0
Size = 3152, freq = 0, total vertices = 0
Size = 3153, freq = 0, total vertices = 0
Size = 3154, freq = 0, total vertices = 0
Size = 3155, freq = 0, total vertices = 0
Size = 3156, freq = 0, total vertices = 0
Size = 3157, freq = 0, total vertices = 0
Size = 3158, freq = 0, total vertices = 0
Size = 3159, freq = 0, total vertices = 0
Size = 3160, freq = 0, total vertices = 0
Size = 3161, freq = 0, total vertices = 0
Size = 3162, freq = 0, total vertices = 0
Size = 3163, freq = 0, total vertices = 0
Size = 3164, freq = 0, total vertices = 0
Size = 3165, freq = 0, total vertices = 0
Size = 3166, freq = 0, total vertices = 0
Size = 3167, freq = 0, total vertices = 0
Size = 3168, freq = 0, total vertices = 0
Size = 3169, freq = 0, total vertices = 0
Size = 3170, freq = 0, total vertices = 0
Size = 3171, freq = 0, total vertices = 0
Size = 3172, freq = 0, total vertices = 0
Size = 3173, freq = 0, total vertices = 0
Size = 3174, freq = 0, total vertices = 0
Size = 3175, freq = 0, total vertices = 0
Size = 3176, freq = 0, total vertices = 0
Size = 3177, freq = 0, total vertices = 0
Size = 3178, freq = 0, total vertices = 0
Size = 3179, freq = 0, total vertices = 0
Size = 3180, freq = 0, total vertices = 0
Size = 3181, freq = 0, total vertices = 0
Size = 3182, freq = 0, total vertices = 0
Size = 3183, freq = 0, total vertices = 0
Size = 3184, freq = 0, total vertices = 0
Size = 3185, freq = 0, total vertices = 0
Size = 3186, freq = 0, total vertices = 0
Size = 3187, freq = 0, total vertices = 0
Size = 3188, freq = 0, total vertices = 0
Size = 3189, freq = 0, total vertices = 0
Size = 3190, freq = 0, total vertices = 0
Size = 3191, freq = 0, total vertices = 0
Size = 3192, freq = 0, total vertices = 0
Size = 3193, freq = 0, total vertices = 0
Size = 3194, freq = 0, total vertices = 0
Size = 3195, freq = 0, total vertices = 0
Size = 3196, freq = 0, total vertices = 0
Size = 3197, freq = 0, total vertices = 0
Size = 3198, freq = 0, total vertices = 0
Size = 3199, freq = 0, total vertices = 0
Size = 3200, freq = 0, total vertices = 0
Size = 3201, freq = 0, total vertices = 0
Size = 3202, freq = 0, total vertices = 0
Size = 3203, freq = 0, total vertices = 0
Size = 3204, freq = 0, total vertices = 0
Size = 3205, freq = 0, total vertices = 0
Size = 3206, freq = 0, total vertices = 0
Size = 3207, freq = 0, total vertices = 0
Size = 3208, freq = 0, total vertices = 0
Size = 3209, freq = 0, total vertices = 0
Size = 3210, freq = 0, total vertices = 0
Size = 3211, freq = 0, total vertices = 0
Size = 3212, freq = 0, total vertices = 0
Size = 3213, freq = 0, total vertices = 0
Size = 3214, freq = 0, total vertices = 0
Size = 3215, freq = 0, total vertices = 0
Size = 3216, freq = 0, total vertices = 0
Size = 3217, freq = 0, total vertices = 0
Size = 3218, freq = 0, total vertices = 0
Size = 3219, freq = 0, total vertices = 0
Size = 3220, freq = 0, total vertices = 0
Size = 3221, freq = 0, total vertices = 0
Size = 3222, freq = 0, total vertices = 0
Size = 3223, freq = 0, total vertices = 0
Size = 3224, freq = 0, total vertices = 0
Size = 3225, freq = 0, total vertices = 0
Size = 3226, freq = 0, total vertices = 0
Size = 3227, freq = 0, total vertices = 0
Size = 3228, freq = 0, total vertices = 0
Size = 3229, freq = 0, total vertices = 0
Size = 3230, freq = 0, total vertices = 0
Size = 3231, freq = 0, total vertices = 0
Size = 3232, freq = 0, total vertices = 0
Size = 3233, freq = 0, total vertices = 0
Size = 3234, freq = 0, total vertices = 0
Size = 3235, freq = 0, total vertices = 0
Size = 3236, freq = 0, total vertices = 0
Size = 3237, freq = 0, total vertices = 0
Size = 3238, freq = 0, total vertices = 0
Size = 3239, freq = 0, total vertices = 0
Size = 3240, freq = 0, total vertices = 0
Size = 3241, freq = 0, total vertices = 0
Size = 3242, freq = 0, total vertices = 0
Size = 3243, freq = 0, total vertices = 0
Size = 3244, freq = 0, total vertices = 0
Size = 3245, freq = 0, total vertices = 0
Size = 3246, freq = 0, total vertices = 0
Size = 3247, freq = 0, total vertices = 0
Size = 3248, freq = 0, total vertices = 0
Size = 3249, freq = 0, total vertices = 0
Size = 3250, freq = 0, total vertices = 0
Size = 3251, freq = 0, total vertices = 0
Size = 3252, freq = 0, total vertices = 0
Size = 3253, freq = 0, total vertices = 0
Size = 3254, freq = 0, total vertices = 0
Size = 3255, freq = 0, total vertices = 0
Size = 3256, freq = 0, total vertices = 0
Size = 3257, freq = 0, total vertices = 0
Size = 3258, freq = 0, total vertices = 0
Size = 3259, freq = 0, total vertices = 0
Size = 3260, freq = 0, total vertices = 0
Size = 3261, freq = 0, total vertices = 0
Size = 3262, freq = 0, total vertices = 0
Size = 3263, freq = 0, total vertices = 0
Size = 3264, freq = 0, total vertices = 0
Size = 3265, freq = 0, total vertices = 0
Size = 3266, freq = 0, total vertices = 0
Size = 3267, freq = 0, total vertices = 0
Size = 3268, freq = 0, total vertices = 0
Size = 3269, freq = 0, total vertices = 0
Size = 3270, freq = 0, total vertices = 0
Size = 3271, freq = 0, total vertices = 0
Size = 3272, freq = 0, total vertices = 0
Size = 3273, freq = 0, total vertices = 0
Size = 3274, freq = 0, total vertices = 0
Size = 3275, freq = 0, total vertices = 0
Size = 3276, freq = 0, total vertices = 0
Size = 3277, freq = 0, total vertices = 0
Size = 3278, freq = 0, total vertices = 0
Size = 3279, freq = 0, total vertices = 0
Size = 3280, freq = 0, total vertices = 0
Size = 3281, freq = 0, total vertices = 0
Size = 3282, freq = 0, total vertices = 0
Size = 3283, freq = 0, total vertices = 0
Size = 3284, freq = 0, total vertices = 0
Size = 3285, freq = 0, total vertices = 0
Size = 3286, freq = 0, total vertices = 0
Size = 3287, freq = 0, total vertices = 0
Size = 3288, freq = 0, total vertices = 0
Size = 3289, freq = 0, total vertices = 0
Size = 3290, freq = 0, total vertices = 0
Size = 3291, freq = 0, total vertices = 0
Size = 3292, freq = 0, total vertices = 0
Size = 3293, freq = 0, total vertices = 0
Size = 3294, freq = 0, total vertices = 0
Size = 3295, freq = 0, total vertices = 0
Size = 3296, freq = 0, total vertices = 0
Size = 3297, freq = 0, total vertices = 0
Size = 3298, freq = 0, total vertices = 0
Size = 3299, freq = 0, total vertices = 0
Size = 3300, freq = 0, total vertices = 0
Size = 3301, freq = 0, total vertices = 0
Size = 3302, freq = 0, total vertices = 0
Size = 3303, freq = 0, total vertices = 0
Size = 3304, freq = 0, total vertices = 0
Size = 3305, freq = 0, total vertices = 0
Size = 3306, freq = 0, total vertices = 0
Size = 3307, freq = 0, total vertices = 0
Size = 3308, freq = 0, total vertices = 0
Size = 3309, freq = 0, total vertices = 0
Size = 3310, freq = 0, total vertices = 0
Size = 3311, freq = 0, total vertices = 0
Size = 3312, freq = 0, total vertices = 0
Size = 3313, freq = 0, total vertices = 0
Size = 3314, freq = 0, total vertices = 0
Size = 3315, freq = 0, total vertices = 0
Size = 3316, freq = 0, total vertices = 0
Size = 3317, freq = 0, total vertices = 0
Size = 3318, freq = 0, total vertices = 0
Size = 3319, freq = 0, total vertices = 0
Size = 3320, freq = 0, total vertices = 0
Size = 3321, freq = 0, total vertices = 0
Size = 3322, freq = 0, total vertices = 0
Size = 3323, freq = 0, total vertices = 0
Size = 3324, freq = 0, total vertices = 0
Size = 3325, freq = 0, total vertices = 0
Size = 3326, freq = 0, total vertices = 0
Size = 3327, freq = 0, total vertices = 0
Size = 3328, freq = 0, total vertices = 0
Size = 3329, freq = 0, total vertices = 0
Size = 3330, freq = 0, total vertices = 0
Size = 3331, freq = 0, total vertices = 0
Size = 3332, freq = 0, total vertices = 0
Size = 3333, freq = 0, total vertices = 0
Size = 3334, freq = 0, total vertices = 0
Size = 3335, freq = 0, total vertices = 0
Size = 3336, freq = 0, total vertices = 0
Size = 3337, freq = 0, total vertices = 0
Size = 3338, freq = 0, total vertices = 0
Size = 3339, freq = 0, total vertices = 0
Size = 3340, freq = 0, total vertices = 0
Size = 3341, freq = 0, total vertices = 0
Size = 3342, freq = 0, total vertices = 0
Size = 3343, freq = 0, total vertices = 0
Size = 3344, freq = 0, total vertices = 0
Size = 3345, freq = 0, total vertices = 0
Size = 3346, freq = 0, total vertices = 0
Size = 3347, freq = 0, total vertices = 0
Size = 3348, freq = 0, total vertices = 0
Size = 3349, freq = 0, total vertices = 0
Size = 3350, freq = 0, total vertices = 0
Size = 3351, freq = 0, total vertices = 0
Size = 3352, freq = 0, total vertices = 0
Size = 3353, freq = 0, total vertices = 0
Size = 3354, freq = 0, total vertices = 0
Size = 3355, freq = 0, total vertices = 0
Size = 3356, freq = 0, total vertices = 0
Size = 3357, freq = 0, total vertices = 0
Size = 3358, freq = 0, total vertices = 0
Size = 3359, freq = 0, total vertices = 0
Size = 3360, freq = 0, total vertices = 0
Size = 3361, freq = 0, total vertices = 0
Size = 3362, freq = 0, total vertices = 0
Size = 3363, freq = 0, total vertices = 0
Size = 3364, freq = 0, total vertices = 0
Size = 3365, freq = 0, total vertices = 0
Size = 3366, freq = 0, total vertices = 0
Size = 3367, freq = 0, total vertices = 0
Size = 3368, freq = 0, total vertices = 0
Size = 3369, freq = 0, total vertices = 0
Size = 3370, freq = 0, total vertices = 0
Size = 3371, freq = 0, total vertices = 0
Size = 3372, freq = 0, total vertices = 0
Size = 3373, freq = 0, total vertices = 0
